   1.0000000e-01   9.0221778e-02   8.8907916e-02   9.0221778e-02   1.8093578e-01   1.8093578e-01   1.8267678e-01   1.8267678e-01   1.9978594e-01   3.5192232e-01   3.5192232e-01   3.5239080e-01   3.5239080e-01   3.2222692e-01   3.4574171e-01   4.0148732e-01   4.0148732e-01   4.2537729e-01   4.2537729e-01   4.2685169e-01   4.2685169e-01   4.2908010e-01   4.2908010e-01   4.6001968e-01   4.6001968e-01   4.6260415e-01   4.6260415e-01   5.9851378e-01   5.9851378e-01
   1.0020000e-01   9.0055826e-02   8.8746624e-02   9.0055826e-02   1.8040903e-01   1.8040903e-01   1.8214381e-01   1.8214381e-01   1.9922295e-01   3.5082282e-01   3.5082282e-01   3.5128962e-01   3.5128962e-01   3.2122895e-01   3.4466962e-01   4.0019770e-01   4.0019770e-01   4.2405971e-01   4.2405971e-01   4.2552969e-01   4.2552969e-01   4.2775125e-01   4.2775125e-01   4.5855132e-01   4.5855132e-01   4.6112650e-01   4.6112650e-01   5.9665709e-01   5.9665709e-01
   1.0040000e-01   8.9888856e-02   8.8584294e-02   8.9888856e-02   1.7988177e-01   1.7988177e-01   1.8161038e-01   1.8161038e-01   1.9865940e-01   3.4972302e-01   3.4972302e-01   3.5018818e-01   3.5018818e-01   3.2023084e-01   3.4359728e-01   3.9890800e-01   3.9890800e-01   4.2274184e-01   4.2274184e-01   4.2420729e-01   4.2420729e-01   4.2642198e-01   4.2642198e-01   4.5708289e-01   4.5708289e-01   4.5964880e-01   4.5964880e-01   5.9479980e-01   5.9479980e-01
   1.0060000e-01   8.9720805e-02   8.8420844e-02   8.9720805e-02   1.7935372e-01   1.7935372e-01   1.8107632e-01   1.8107632e-01   1.9809497e-01   3.4862251e-01   3.4862251e-01   3.4908599e-01   3.4908599e-01   3.1923224e-01   3.4252412e-01   3.9761776e-01   3.9761776e-01   4.2142302e-01   4.2142302e-01   4.2288387e-01   4.2288387e-01   4.2509168e-01   4.2509168e-01   4.5561364e-01   4.5561364e-01   4.5817047e-01   4.5817047e-01   5.9294109e-01   5.9294109e-01
   1.0080000e-01   8.9551722e-02   8.8256336e-02   8.9551722e-02   1.7882512e-01   1.7882512e-01   1.8054186e-01   1.8054186e-01   1.9752992e-01   3.4752164e-01   3.4752164e-01   3.4798337e-01   3.4798337e-01   3.1823346e-01   3.4145060e-01   3.9632754e-01   3.9632754e-01   4.2010369e-01   4.2010369e-01   4.2155997e-01   4.2155997e-01   4.2376086e-01   4.2376086e-01   4.5414421e-01   4.5414421e-01   4.5669204e-01   4.5669204e-01   5.9108168e-01   5.9108168e-01
   1.0100000e-01   8.9381691e-02   8.8090882e-02   8.9381691e-02   1.7829643e-01   1.7829643e-01   1.8000731e-01   1.8000731e-01   1.9696470e-01   3.4642099e-01   3.4642099e-01   3.4688096e-01   3.4688096e-01   3.1723504e-01   3.4037755e-01   3.9503823e-01   3.9503823e-01   4.1878463e-01   4.1878463e-01   4.2023654e-01   4.2023654e-01   4.2243040e-01   4.2243040e-01   4.5267564e-01   4.5267564e-01   4.5521446e-01   4.5521446e-01   5.8922284e-01   5.8922284e-01
   1.0120000e-01   8.9210785e-02   8.7924576e-02   8.9210785e-02   1.7776797e-01   1.7776797e-01   1.7947292e-01   1.7947292e-01   1.9639966e-01   3.4532107e-01   3.4532107e-01   3.4577927e-01   3.4577927e-01   3.1623742e-01   3.3930560e-01   3.9375051e-01   3.9375051e-01   4.1746651e-01   4.1746651e-01   4.1891433e-01   4.1891433e-01   4.2110102e-01   4.2110102e-01   4.5120880e-01   4.5120880e-01   4.5373847e-01   4.5373847e-01   5.8736556e-01   5.8736556e-01
   1.0140000e-01   8.9039029e-02   8.7757430e-02   8.9039029e-02   1.7723973e-01   1.7723973e-01   1.7893869e-01   1.7893869e-01   1.9583484e-01   3.4422202e-01   3.4422202e-01   3.4467846e-01   3.4467846e-01   3.1524067e-01   3.3823474e-01   3.9246427e-01   3.9246427e-01   4.1614955e-01   4.1614955e-01   4.1759324e-01   4.1759324e-01   4.1977284e-01   4.1977284e-01   4.4974365e-01   4.4974365e-01   4.5226414e-01   4.5226414e-01   5.8550988e-01   5.8550988e-01
   1.0160000e-01   8.8866436e-02   8.7589441e-02   8.8866436e-02   1.7671157e-01   1.7671157e-01   1.7840452e-01   1.7840452e-01   1.9527020e-01   3.4312390e-01   3.4312390e-01   3.4357859e-01   3.4357859e-01   3.1424478e-01   3.3716483e-01   3.9117918e-01   3.9117918e-01   4.1483385e-01   4.1483385e-01   4.1627301e-01   4.1627301e-01   4.1844586e-01   4.1844586e-01   4.4827995e-01   4.4827995e-01   4.5079137e-01   4.5079137e-01   5.8365559e-01   5.8365559e-01
   1.0180000e-01   8.8692981e-02   8.7420574e-02   8.8692981e-02   1.7618336e-01   1.7618336e-01   1.7787029e-01   1.7787029e-01   1.9470554e-01   3.4202653e-01   3.4202653e-01   3.4247948e-01   3.4247948e-01   3.1324954e-01   3.3609556e-01   3.8989484e-01   3.8989484e-01   4.1351917e-01   4.1351917e-01   4.1495327e-01   4.1495327e-01   4.1711979e-01   4.1711979e-01   4.4681730e-01   4.4681730e-01   4.4931982e-01   4.4931982e-01   5.8180222e-01   5.8180222e-01
   1.0200000e-01   8.8518541e-02   8.7250722e-02   8.8518541e-02   1.7565486e-01   1.7565486e-01   1.7733574e-01   1.7733574e-01   1.9414038e-01   3.4092918e-01   3.4092918e-01   3.4138035e-01   3.4138035e-01   3.1225430e-01   3.3502629e-01   3.8861066e-01   3.8861066e-01   4.1220443e-01   4.1220443e-01   4.1363343e-01   4.1363343e-01   4.1579364e-01   4.1579364e-01   4.4535490e-01   4.4535490e-01   4.4784856e-01   4.4784856e-01   5.7994866e-01   5.7994866e-01
   1.0220000e-01   8.8342985e-02   8.7079768e-02   8.8342985e-02   1.7512583e-01   1.7512583e-01   1.7680058e-01   1.7680058e-01   1.9357420e-01   3.3983104e-01   3.3983104e-01   3.4028035e-01   3.4028035e-01   3.1125837e-01   3.3395636e-01   3.8732602e-01   3.8732602e-01   4.1088846e-01   4.1088846e-01   4.1231289e-01   4.1231289e-01   4.1446635e-01   4.1446635e-01   4.4389188e-01   4.4389188e-01   4.4637660e-01   4.4637660e-01   5.7809372e-01   5.7809372e-01
